"Days";"Channel";"Marketing spend";"Compare range: Marketing spend"
"2022-07-30";"Google";"13249.53";"0"
"2022-07-31";"Facebook";"15109.896622135011";"0"
"2022-07-31";"Google";"13704.61";"0"
"2022-08-01";"Facebook";"14592.603831300028";"0"
"2022-08-01";"Google";"13700.171000000002";"0"
"2022-08-02";"Facebook";"14494.275842809962";"0"
"2022-08-02";"Google";"13984.052";"0"
"2022-08-03";"Facebook";"14776.122808900005";"0"
"2022-08-03";"Google";"13763.802";"0"
"2022-08-04";"Facebook";"14594.136270450008";"0"
"2022-08-04";"Google";"13463.751";"0"
"2022-08-05";"Facebook";"14987.58106506";"0"
"2022-08-05";"Google";"14945.919000000005";"0"
"2022-08-06";"Facebook";"15236.325477359998";"0"
"2022-08-06";"Google";"19116.551";"0"
"2022-08-07";"Facebook";"16141.753662650019";"0"
"2022-08-07";"Google";"23706.264000000003";"0"
"2022-08-08";"Facebook";"16080.657060375015";"0"
"2022-08-08";"Google";"15235.783000000003";"0"
"2022-08-09";"Facebook";"18036.06959447998";"0"
"2022-08-09";"Google";"14462.687999999998";"0"
"2022-08-10";"Facebook";"18877.64354025002";"0"
"2022-08-10";"Google";"13089.960000000003";"0"
"2022-08-11";"Facebook";"19416.394348921975";"0"
"2022-08-11";"Google";"11880.420000000002";"0"
"2022-08-12";"Facebook";"20965.630827460012";"0"
"2022-08-12";"Google";"8326.618000000002";"0"
"2022-08-13";"Facebook";"20871.347386800022";"0"
"2022-08-13";"Google";"8690.591";"0"
"2022-08-14";"Facebook";"21162.167803392003";"0"
"2022-08-14";"Google";"8037.154999999999";"0"
"2022-08-15";"Facebook";"21241.615521795";"0"
"2022-08-15";"Google";"10846.322999999999";"0"
"2022-08-16";"Facebook";"20280.67717454999";"0"
"2022-08-16";"Google";"13734.605";"0"
"2022-08-17";"Facebook";"18959.388507840005";"0"
"2022-08-17";"Google";"15271.825000000003";"0"
"2022-08-18";"Facebook";"21006.73156076001";"0"
"2022-08-18";"Google";"15734.023000000001";"0"
"2022-08-19";"Facebook";"21920.440687664985";"0"
"2022-08-19";"Google";"16104.045999999998";"0"
"2022-08-20";"Facebook";"22944.732590475003";"0"
"2022-08-20";"Google";"16284.885";"0"
"2022-08-21";"Facebook";"22949.39404601501";"0"
"2022-08-21";"Google";"15086.432";"0"
"2022-08-22";"Facebook";"24059.397506285";"0"
"2022-08-22";"Google";"13838.86";"0"
"2022-08-23";"Facebook";"23914.520993385013";"0"
"2022-08-23";"Google";"15155.858999999999";"0"
"2022-08-24";"Facebook";"20396.728791992984";"0"
"2022-08-24";"Google";"16793.384000000002";"0"
"2022-08-25";"Facebook";"20378.96716590002";"0"
"2022-08-25";"Google";"15863.461000000003";"0"
"2022-08-26";"Facebook";"20552.035411250014";"0"
"2022-08-26";"Google";"17134.948";"0"
"2022-08-27";"Facebook";"21191.084993750017";"0"
"2022-08-27";"Google";"18873.771";"0"
"2022-08-28";"Facebook";"22513.742109599996";"0"
"2022-08-28";"Google";"18776.095";"0"
"2022-08-29";"Facebook";"22257.352401102027";"0"
"2022-08-29";"Google";"15343.228";"0"
"2022-08-30";"Facebook";"22718.270689619996";"0"
"2022-08-30";"Google";"15553.414999999995";"0"
"2022-08-31";"Facebook";"25725.245139989987";"0"
"2022-08-31";"Google";"16473.660000000003";"0"
"2022-09-01";"Facebook";"25556.333189339974";"0"
"2022-09-01";"Google";"15561.127999999999";"0"
"2022-09-02";"Facebook";"25774.081886849985";"0"
"2022-09-02";"Google";"15871.195";"0"
"2022-09-03";"Facebook";"25761.2509677";"0"
"2022-09-03";"Google";"18892.732000000004";"0"
"2022-09-04";"Facebook";"27288.610969999972";"0"
"2022-09-04";"Google";"20421.975";"0"
"2022-09-05";"Facebook";"28081.8251797";"0"
"2022-09-05";"Google";"25572.384000000002";"0"
"2022-09-06";"Facebook";"23566.598450400004";"0"
"2022-09-06";"Google";"24268.985";"0"
"2022-09-07";"Facebook";"23089.760149545007";"0"
"2022-09-07";"Google";"17691.05";"0"
"2022-09-08";"Facebook";"22859.514017849982";"0"
"2022-09-08";"Google";"11012.471000000001";"0"
"2022-09-09";"Facebook";"21687.255296363997";"0"
"2022-09-09";"Google";"11963.340999999997";"0"
"2022-09-10";"Facebook";"20533.660770480008";"0"
"2022-09-10";"Google";"18291.045";"0"
"2022-09-11";"Facebook";"22029.921236924987";"0"
"2022-09-11";"Google";"20132.504";"0"
"2022-09-12";"Facebook";"22317.1996013";"0"
"2022-09-12";"Google";"20555.249";"0"
"2022-09-13";"Facebook";"22580.994317303022";"0"
"2022-09-13";"Google";"20284.63";"0"
"2022-09-14";"Facebook";"32152.977309799986";"0"
"2022-09-14";"Google";"15172.116";"0"
"2022-09-15";"Facebook";"42337.33793405999";"0"
"2022-09-15";"Google";"12283.475000000002";"0"
"2022-09-16";"Facebook";"29345.187402600004";"0"
"2022-09-16";"Google";"14605.163";"0"
"2022-09-17";"Facebook";"23825.859538899982";"0"
"2022-09-17";"Google";"15336.078999999996";"0"
"2022-09-18";"Facebook";"24423.15016440001";"0"
"2022-09-18";"Google";"17960.516000000003";"0"
"2022-09-19";"Facebook";"22080.698363099982";"0"
"2022-09-19";"Google";"14922.891";"0"
"2022-09-20";"Facebook";"19114.339597100006";"0"
"2022-09-20";"Google";"12811.593999999997";"0"
"2022-09-21";"Facebook";"6996.922671550004";"0"
"2022-09-21";"Google";"10358.055";"0"
"2022-09-22";"Google";"13030.823";"0"
"2022-09-23";"Google";"11711.563999999998";"0"
"2022-09-24";"Google";"13770.019";"0"
"2022-09-25";"Google";"15327.201000000001";"0"
"2022-09-26";"Google";"12978.408999999998";"0"
"2022-09-27";"Facebook";"2386.8467896499997";"0"
"2022-09-27";"Google";"12735.707999999999";"0"
"2022-09-28";"Facebook";"19577.474861";"0"
"2022-09-28";"Google";"14706.54";"0"
"2022-09-29";"Facebook";"19560.475210800003";"0"
"2022-09-29";"Google";"14136.73";"0"
"2022-09-30";"Facebook";"11663.158217750002";"0"
"2022-09-30";"Google";"11385.981999999998";"0"
"2022-10-01";"Facebook";"10920.59956275";"0"
"2022-10-01";"Google";"15115.957000000002";"0"
"2022-10-02";"Facebook";"10709.469471299999";"0"
"2022-10-02";"Google";"15652.289";"0"
"2022-10-03";"Facebook";"7287.7592554";"0"
"2022-10-03";"Google";"12569.098999999998";"0"
"2022-10-04";"Facebook";"10124.459200189998";"0"
"2022-10-04";"Google";"12902.377999999999";"0"
"2022-10-05";"Facebook";"8508.250334399998";"0"
"2022-10-05";"Google";"11080.629999999997";"0"
"2022-10-06";"Facebook";"14433.203520400002";"0"
"2022-10-06";"Google";"14937.617000000002";"0"
"2022-10-07";"Facebook";"15507.743684380002";"0"
"2022-10-07";"Google";"15217.748";"0"
"2022-10-08";"Facebook";"15825.46230516";"0"
"2022-10-08";"Google";"13043.462";"0"
"2022-10-09";"Facebook";"15054.31287745";"0"
"2022-10-09";"Google";"15216.829";"0"
"2022-10-10";"Facebook";"11631.770124310002";"0"
"2022-10-10";"Google";"12769.652999999998";"0"
"2022-10-11";"Facebook";"11291.5052315";"0"
"2022-10-11";"Google";"13882.198";"0"
"2022-10-12";"Facebook";"9688.778660349999";"0"
"2022-10-12";"Google";"12807.71";"0"
"2022-10-13";"Facebook";"8177.1610824";"0"
"2022-10-13";"Google";"12089.009";"0"
"2022-10-14";"Facebook";"8278.61951435";"0"
"2022-10-14";"Google";"11263.564999999999";"0"
"2022-10-15";"Facebook";"16384.883239299998";"0"
"2022-10-15";"Google";"12713.056";"0"
"2022-10-16";"Facebook";"16493.927235";"0"
"2022-10-16";"Google";"11457.832999999999";"0"
"2022-10-17";"Facebook";"14161.269747460003";"0"
"2022-10-17";"Google";"10044.395";"0"
"2022-10-18";"Facebook";"15870.932074900003";"0"
"2022-10-18";"Google";"9985.210000000001";"0"
"2022-10-19";"Facebook";"17006.250071999995";"0"
"2022-10-19";"Google";"13048.858";"0"
"2022-10-20";"Facebook";"17664.540340249994";"0"
"2022-10-20";"Google";"14190.385";"0"
"2022-10-21";"Facebook";"14837.958748410001";"0"
"2022-10-21";"Google";"11458.556";"0"
"2022-10-22";"Facebook";"13212.1964737";"0"
"2022-10-22";"Google";"13388.958";"0"
"2022-10-23";"Facebook";"16016.2498434";"0"
"2022-10-23";"Google";"15255.921";"0"
"2022-10-24";"Facebook";"16426.871280800002";"0"
"2022-10-24";"Google";"10575.533";"0"
"2022-10-25";"Facebook";"12760.641248";"0"
"2022-10-25";"Google";"13328.573";"0"
"2022-10-26";"Facebook";"12271.917200999998";"0"
"2022-10-26";"Google";"14644.552000000001";"0"
"2022-10-27";"Facebook";"9584.9901203";"0"
"2022-10-27";"Google";"13257.392";"0"
"2022-10-28";"Facebook";"18815.099614600003";"0"
"2022-10-28";"Google";"14325.1";"0"
"2022-10-28";"TikTok";"1375.391";"0"
"2022-10-29";"Facebook";"36869.296960784";"0"
"2022-10-29";"Google";"13241.583999999999";"0"
"2022-10-29";"TikTok";"1621.387";"0"
"2022-10-30";"Facebook";"39006.94965147002";"0"
"2022-10-30";"Google";"18712.860999999997";"0"
"2022-10-30";"TikTok";"1113.213";"0"
"2022-10-31";"Facebook";"34969.52722497002";"0"
"2022-10-31";"Google";"16153.346999999998";"0"
"2022-11-01";"Facebook";"39237.9603364";"0"
"2022-11-01";"Google";"13586.724000000002";"0"
"2022-11-02";"Facebook";"23867.362222999993";"0"
"2022-11-02";"Google";"11365.224999999999";"0"
"2022-11-03";"Facebook";"23907.901530149997";"0"
"2022-11-03";"Google";"12227.867999999999";"0"
"2022-11-04";"Facebook";"23453.619943599995";"0"
"2022-11-04";"Google";"13577.169000000002";"0"
"2022-11-05";"Facebook";"25050.666386800003";"0"
"2022-11-05";"Google";"13745.940999999999";"0"
"2022-11-06";"Facebook";"25320.242278359983";"0"
"2022-11-06";"Google";"15887.990000000002";"0"
"2022-11-07";"Facebook";"23726.62674375";"0"
"2022-11-07";"Google";"14126.797";"0"
"2022-11-08";"Facebook";"22193.66905829999";"0"
"2022-11-08";"Google";"11823.402";"0"
"2022-11-09";"Facebook";"20518.61534189999";"0"
"2022-11-09";"Google";"12823.434000000001";"0"
"2022-11-10";"Facebook";"20669.8039977";"0"
"2022-11-10";"Google";"17734.443";"0"
"2022-11-11";"Facebook";"18797.891631499995";"0"
"2022-11-11";"Google";"14556.865999999998";"0"
"2022-11-12";"Facebook";"14357.636373899999";"0"
"2022-11-12";"Google";"16960.823";"0"
"2022-11-13";"Facebook";"15893.833451999995";"0"
"2022-11-13";"Google";"17980.726";"0"
"2022-11-14";"Facebook";"15292.515559999998";"0"
"2022-11-14";"Google";"16876.885";"0"
"2022-11-15";"Facebook";"14987.7174927";"0"
"2022-11-15";"Google";"14997.073000000002";"0"
"2022-11-16";"Facebook";"14899.510990541996";"0"
"2022-11-16";"Google";"12268.899";"0"
"2022-11-17";"Facebook";"16813.7123515";"0"
"2022-11-17";"Google";"17020.208999999995";"0"
"2022-11-18";"Facebook";"18893.368672500004";"0"
"2022-11-18";"Google";"13301.032";"0"
"2022-11-18";"TikTok";"253.14700000000002";"0"
"2022-11-19";"Facebook";"18187.293563639992";"0"
"2022-11-19";"Google";"15069.742";"0"
"2022-11-19";"TikTok";"282.36";"0"
"2022-11-20";"Facebook";"19433.454656279995";"0"
"2022-11-20";"Google";"17529.511";"0"
"2022-11-21";"Facebook";"19473.198911749998";"0"
"2022-11-21";"Google";"17103.217000000004";"0"
"2022-11-22";"Facebook";"23316.614230789994";"0"
"2022-11-22";"Google";"17041.569000000003";"0"
"2022-11-22";"TikTok";"602.146";"0"
"2022-11-23";"Facebook";"34812.79475787001";"0"
"2022-11-23";"Google";"19650.459000000003";"0"
"2022-11-23";"TikTok";"1096.816";"0"
"2022-11-24";"Facebook";"46501.045104799996";"0"
"2022-11-24";"Google";"22893.402";"0"
"2022-11-24";"TikTok";"1087.715";"0"
"2022-11-25";"Facebook";"189255.19163205184";"0"
"2022-11-25";"Google";"34005.155";"0"
"2022-11-25";"TikTok";"1083.174";"0"
"2022-11-26";"Facebook";"179855.8242063521";"0"
"2022-11-26";"Google";"25427.638999999996";"0"
"2022-11-26";"TikTok";"543.357";"0"
"2022-11-27";"Facebook";"128468.360893376";"0"
"2022-11-27";"Google";"32017.091999999997";"0"
"2022-11-27";"TikTok";"542.489";"0"
"2022-11-28";"Facebook";"89090.45533024002";"0"
"2022-11-28";"Google";"35584.909999999996";"0"
"2022-11-28";"TikTok";"543.046";"0"
"2022-11-29";"Facebook";"69814.78365337";"0"
"2022-11-29";"Google";"37130.91499999999";"0"
"2022-11-29";"TikTok";"545.024";"0"
"2022-11-30";"Facebook";"26240.582547270005";"0"
"2022-11-30";"Google";"26570.792999999998";"0"
"2022-11-30";"TikTok";"217.523";"0"
"2022-12-01";"Facebook";"22390.72869000001";"0"
"2022-12-01";"Google";"18356.64";"0"
"2022-12-01";"TikTok";"0";"0"
"2022-12-02";"Facebook";"27161.5542556";"0"
"2022-12-02";"Google";"15497.154000000002";"0"
"2022-12-02";"TikTok";"622.997";"0"
"2022-12-03";"Facebook";"41927.96018579996";"0"
"2022-12-03";"Google";"13732.573";"0"
"2022-12-03";"TikTok";"1088.734";"0"
"2022-12-04";"Facebook";"50596.953931440046";"0"
"2022-12-04";"Google";"18148.192";"0"
"2022-12-04";"TikTok";"1088.069";"0"
"2022-12-05";"Facebook";"43635.65297708996";"0"
"2022-12-05";"Google";"17337.853";"0"
"2022-12-05";"TikTok";"1086.901";"0"
"2022-12-06";"Facebook";"22691.898849799996";"0"
"2022-12-06";"Google";"14822.774999999998";"0"
"2022-12-06";"TikTok";"1704.6229999999998";"0"
"2022-12-07";"Facebook";"23133.871322099985";"0"
"2022-12-07";"Google";"18345.434";"0"
"2022-12-07";"TikTok";"2180.9610000000002";"0"
"2022-12-08";"Facebook";"28353.335403960005";"0"
"2022-12-08";"Google";"13496.002999999997";"0"
"2022-12-08";"TikTok";"1091.482";"0"
"2022-12-09";"Facebook";"31147.892141964054";"0"
"2022-12-09";"Google";"12793.560000000001";"0"
"2022-12-09";"TikTok";"1012.309";"0"
"2022-12-10";"Facebook";"36324.57612692004";"0"
"2022-12-10";"Google";"13817.223999999998";"0"
"2022-12-10";"TikTok";"1091.408";"0"
"2022-12-11";"Facebook";"37618.96569450004";"0"
"2022-12-11";"Google";"13466.772";"0"
"2022-12-11";"TikTok";"991.074";"0"
"2022-12-12";"Facebook";"3563.4509716999974";"0"
"2022-12-12";"Google";"12625.36";"0"
"2022-12-12";"TikTok";"1031.0649999999998";"0"
"2022-12-13";"Facebook";"3671.9575246499935";"0"
"2022-12-13";"Google";"15114.923999999999";"0"
"2022-12-13";"TikTok";"544.426";"0"
"2022-12-14";"Facebook";"4620.757102500002";"0"
"2022-12-14";"Google";"16137.171999999999";"0"
"2022-12-14";"TikTok";"543.6679999999999";"0"
"2022-12-15";"Facebook";"4816.946710499996";"0"
"2022-12-15";"Google";"14032.322";"0"
