"Channel group";"Channel";"Days";"Marketing spend";"Compare range: Marketing spend"
"Search Paid";"Google";"2022-09-01";"15561.127999999999";"0"
"Social Paid";"Facebook";"2022-09-01";"25556.333189339974";"0"
"Search Paid";"Google";"2022-09-02";"15871.195";"0"
"Social Paid";"Facebook";"2022-09-02";"25774.081886849985";"0"
"Search Paid";"Google";"2022-09-03";"18892.732000000004";"0"
"Social Paid";"Facebook";"2022-09-03";"25761.2509677";"0"
"Search Paid";"Google";"2022-09-04";"20421.975";"0"
"Social Paid";"Facebook";"2022-09-04";"27288.610969999972";"0"
"Search Paid";"Google";"2022-09-05";"25572.384000000002";"0"
"Social Paid";"Facebook";"2022-09-05";"28081.8251797";"0"
"Search Paid";"Google";"2022-09-06";"24268.985";"0"
"Social Paid";"Facebook";"2022-09-06";"23566.598450400004";"0"
"Search Paid";"Google";"2022-09-07";"17691.05";"0"
"Social Paid";"Facebook";"2022-09-07";"23089.760149545007";"0"
"Search Paid";"Google";"2022-09-08";"11012.471000000001";"0"
"Social Paid";"Facebook";"2022-09-08";"22859.514017849982";"0"
"Search Paid";"Google";"2022-09-09";"11963.340999999997";"0"
"Social Paid";"Facebook";"2022-09-09";"21687.255296363997";"0"
"Search Paid";"Google";"2022-09-10";"18291.045";"0"
"Social Paid";"Facebook";"2022-09-10";"20533.660770480008";"0"
"Search Paid";"Google";"2022-09-11";"20132.504";"0"
"Social Paid";"Facebook";"2022-09-11";"22029.921236924987";"0"
"Search Paid";"Google";"2022-09-12";"20555.249";"0"
"Social Paid";"Facebook";"2022-09-12";"22317.1996013";"0"
"Search Paid";"Google";"2022-09-13";"20284.63";"0"
"Social Paid";"Facebook";"2022-09-13";"22580.994317303022";"0"
"Search Paid";"Google";"2022-09-14";"15172.116";"0"
"Social Paid";"Facebook";"2022-09-14";"32152.977309799986";"0"
"Search Paid";"Google";"2022-09-15";"12283.475000000002";"0"
"Social Paid";"Facebook";"2022-09-15";"42337.33793405999";"0"
"Search Paid";"Google";"2022-09-16";"14605.163";"0"
"Social Paid";"Facebook";"2022-09-16";"29345.187402600004";"0"
"Search Paid";"Google";"2022-09-17";"15336.078999999996";"0"
"Social Paid";"Facebook";"2022-09-17";"23825.859538899982";"0"
"Search Paid";"Google";"2022-09-18";"17960.516000000003";"0"
"Social Paid";"Facebook";"2022-09-18";"24423.15016440001";"0"
"Search Paid";"Google";"2022-09-19";"14922.891";"0"
"Social Paid";"Facebook";"2022-09-19";"22080.698363099982";"0"
"Search Paid";"Google";"2022-09-20";"12811.593999999997";"0"
"Social Paid";"Facebook";"2022-09-20";"19114.339597100006";"0"
"Search Paid";"Google";"2022-09-21";"10358.055";"0"
"Social Paid";"Facebook";"2022-09-21";"6996.922671550004";"0"
"Search Paid";"Google";"2022-09-22";"13030.823";"0"
"Search Paid";"Google";"2022-09-23";"11711.563999999998";"0"
"Search Paid";"Google";"2022-09-24";"13770.019";"0"
"Search Paid";"Google";"2022-09-25";"15327.201000000001";"0"
"Search Paid";"Google";"2022-09-26";"12978.408999999998";"0"
"Search Paid";"Google";"2022-09-27";"12735.707999999999";"0"
"Social Paid";"Facebook";"2022-09-27";"2386.8467896499997";"0"
"Search Paid";"Google";"2022-09-28";"14706.54";"0"
"Social Paid";"Facebook";"2022-09-28";"19577.474861";"0"
"Search Paid";"Google";"2022-09-29";"14136.73";"0"
"Social Paid";"Facebook";"2022-09-29";"19560.475210800003";"0"
"Search Paid";"Google";"2022-09-30";"11385.981999999998";"0"
"Social Paid";"Facebook";"2022-09-30";"11663.158217750002";"0"
"Search Paid";"Google";"2022-10-01";"15115.957000000002";"0"
"Social Paid";"Facebook";"2022-10-01";"10920.59956275";"0"
"Search Paid";"Google";"2022-10-02";"15652.289";"0"
"Social Paid";"Facebook";"2022-10-02";"10709.469471299999";"0"
"Search Paid";"Google";"2022-10-03";"12569.098999999998";"0"
"Social Paid";"Facebook";"2022-10-03";"7287.7592554";"0"
"Search Paid";"Google";"2022-10-04";"12902.377999999999";"0"
"Social Paid";"Facebook";"2022-10-04";"10124.459200189998";"0"
"Search Paid";"Google";"2022-10-05";"11080.629999999997";"0"
"Social Paid";"Facebook";"2022-10-05";"8508.250334399998";"0"
"Search Paid";"Google";"2022-10-06";"14937.617000000002";"0"
"Social Paid";"Facebook";"2022-10-06";"14433.203520400002";"0"
"Search Paid";"Google";"2022-10-07";"15217.748";"0"
"Social Paid";"Facebook";"2022-10-07";"15507.743684380002";"0"
"Search Paid";"Google";"2022-10-08";"13043.462";"0"
"Social Paid";"Facebook";"2022-10-08";"15825.46230516";"0"
"Search Paid";"Google";"2022-10-09";"15216.829";"0"
"Social Paid";"Facebook";"2022-10-09";"15054.31287745";"0"
"Search Paid";"Google";"2022-10-10";"12769.652999999998";"0"
"Social Paid";"Facebook";"2022-10-10";"11631.770124310002";"0"
"Search Paid";"Google";"2022-10-11";"13882.198";"0"
"Social Paid";"Facebook";"2022-10-11";"11291.5052315";"0"
"Search Paid";"Google";"2022-10-12";"12807.71";"0"
"Social Paid";"Facebook";"2022-10-12";"9688.778660349999";"0"
"Search Paid";"Google";"2022-10-13";"12089.009";"0"
"Social Paid";"Facebook";"2022-10-13";"8177.1610824";"0"
"Search Paid";"Google";"2022-10-14";"11263.564999999999";"0"
"Social Paid";"Facebook";"2022-10-14";"8278.61951435";"0"
"Search Paid";"Google";"2022-10-15";"12713.056";"0"
"Social Paid";"Facebook";"2022-10-15";"16384.883239299998";"0"
"Search Paid";"Google";"2022-10-16";"11457.832999999999";"0"
"Social Paid";"Facebook";"2022-10-16";"16493.927235";"0"
"Search Paid";"Google";"2022-10-17";"10044.395";"0"
"Social Paid";"Facebook";"2022-10-17";"14161.269747460003";"0"
"Search Paid";"Google";"2022-10-18";"9985.210000000001";"0"
"Social Paid";"Facebook";"2022-10-18";"15870.932074900003";"0"
"Search Paid";"Google";"2022-10-19";"13048.858";"0"
"Social Paid";"Facebook";"2022-10-19";"17006.250071999995";"0"
"Search Paid";"Google";"2022-10-20";"14190.385";"0"
"Social Paid";"Facebook";"2022-10-20";"17664.540340249994";"0"
"Search Paid";"Google";"2022-10-21";"11458.556";"0"
"Social Paid";"Facebook";"2022-10-21";"14837.958748410001";"0"
"Search Paid";"Google";"2022-10-22";"13388.958";"0"
"Social Paid";"Facebook";"2022-10-22";"13212.1964737";"0"
"Search Paid";"Google";"2022-10-23";"15255.921";"0"
"Social Paid";"Facebook";"2022-10-23";"16016.2498434";"0"
"Search Paid";"Google";"2022-10-24";"10575.533";"0"
"Social Paid";"Facebook";"2022-10-24";"16426.871280800002";"0"
"Search Paid";"Google";"2022-10-25";"13328.573";"0"
"Social Paid";"Facebook";"2022-10-25";"12760.641248";"0"
"Search Paid";"Google";"2022-10-26";"14644.552000000001";"0"
"Social Paid";"Facebook";"2022-10-26";"12271.917200999998";"0"
"Search Paid";"Google";"2022-10-27";"13257.392";"0"
"Social Paid";"Facebook";"2022-10-27";"9584.9901203";"0"
"Search Paid";"Google";"2022-10-28";"14325.1";"0"
"Social Paid";"Facebook";"2022-10-28";"18815.099614600003";"0"
"Social Paid";"TikTok";"2022-10-28";"1375.391";"0"
